,Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,log_price
3910,Hampton,3,t,1400000.0,18/03/2017,13.7,03188,2.0,1.0,211.0,-37.9427,145.0084,5454.0,6.146128035678238
3911,Hampton,3,u,1457500.0,18/03/2017,13.7,03188,2.0,2.0,0.0,-37.9371,145.0035,5454.0,6.163608563431052
3913,Hampton,2,h,1465000.0,18/03/2017,13.7,03188,1.0,2.0,581.0,-37.9323,145.0225,5454.0,6.165837624690128
3914,Hampton,1,u,390000.0,18/06/2016,13.7,03188,1.0,2.0,0.0,34.0062779,-81.0321254,5454.0,5.5910646070264995
3915,Hampton,5,h,1705000.0,18/06/2016,13.7,03188,2.0,2.0,648.0,-37.946,145.0181,5454.0,6.231724383328516
3917,Hampton,3,h,1610000.0,18/06/2016,13.7,03188,1.0,2.0,569.0,-37.9419,145.01,5454.0,6.20682587603185
3918,Hampton,3,h,1625000.0,18/06/2016,13.7,03188,1.0,2.0,555.0,-37.86867720000001,145.041342,5454.0,6.210853365314893
3919,Hampton,2,u,750000.0,18/06/2016,13.7,03188,1.0,2.0,153.0,-37.9429,145.0049,5454.0,5.8750612633917
3920,Hampton,3,h,1320000.0,18/06/2016,13.7,03188,2.0,2.0,320.0,-37.9364,145.021,5454.0,6.12057393120585
3921,Hampton,2,u,896000.0,19/11/2016,13.7,03188,2.0,2.0,677.0,-37.9448,145.0186,5454.0,5.952308009662125
3922,Hampton,3,h,1450000.0,19/11/2016,13.7,03188,2.0,2.0,413.0,-37.9352,145.0009,5454.0,6.161368002234975
3923,Hampton,2,u,898000.0,19/11/2016,13.7,03188,1.0,1.0,266.0,-37.9344,145.004,5454.0,5.9532763366673045
3924,Hampton,4,h,1515000.0,19/11/2016,13.7,03188,2.0,0.0,611.0,-37.9446,145.0201,5454.0,6.1804126328383235
3926,Hampton,3,t,1405000.0,22/05/2016,13.7,03188,1.0,2.0,222.0,-37.9432047,145.0060857,5454.0,6.1476763242410986
3927,Hampton,4,h,2200000.0,23/04/2016,13.7,03188,3.0,4.0,583.0,-37.9336,144.9999,5454.0,6.342422680822207
3928,Hampton,1,u,500000.0,24/09/2016,13.7,03188,1.0,1.0,0.0,-37.9414,145.0016,5454.0,5.698970004336019
3929,Hampton,3,t,1100000.0,24/09/2016,13.7,03188,2.0,1.0,355.0,-37.9391,145.012,5454.0,6.041392685158225
3930,Hampton,2,u,800000.0,25/02/2017,13.7,03188,1.0,2.0,282.0,-37.9444,145.0231,5454.0,5.903089986991944
3932,Hampton,2,u,691000.0,25/02/2017,13.7,03188,1.0,1.0,0.0,-37.9392,145.0186,5454.0,5.8394780473741985
3933,Hampton,2,u,450000.0,25/02/2017,13.7,03188,2.0,1.0,0.0,-37.9462,145.0212,5454.0,5.653212513775344
3934,Hampton,3,h,910000.0,25/02/2017,13.7,03188,1.0,2.0,555.0,-37.9445383,145.0087408,5454.0,5.959041392321094
3935,Hampton,2,u,738000.0,26/07/2016,13.7,03188,1.0,2.0,3414.0,-37.9395,145.0001,5454.0,5.868056361823042
3936,Hampton,3,t,1140000.0,26/07/2016,13.7,03188,2.0,2.0,224.0,-37.9336,144.997,5454.0,6.056904851336473
3937,Hampton,3,t,1350000.0,26/07/2016,13.7,03188,1.0,2.0,222.0,-37.9353121,145.0187542,5454.0,6.1303337684950066
3938,Hampton,2,u,500000.0,27/06/2016,13.7,03188,1.0,1.0,0.0,-37.9436,145.0027,5454.0,5.698970004336019
3939,Hampton,4,h,1460000.0,27/06/2016,13.7,03188,3.0,2.0,562.0,-37.9369,145.0163,5454.0,6.164352855784437
3940,Hampton,4,h,2800000.0,27/06/2016,13.7,03188,3.0,2.0,1093.0,-37.9345,145.0,5454.0,6.447158031342219
3941,Hampton,3,t,820000.0,27/11/2016,13.7,03188,2.0,2.0,0.0,-37.9368,145.0242,5454.0,5.913813852383717
3942,Hampton,4,h,2410000.0,27/11/2016,13.7,03188,2.0,2.0,621.0,-37.9326009,145.0098443,5454.0,6.382017042574868
3943,Hampton,2,t,915500.0,27/11/2016,13.7,03188,2.0,1.0,0.0,-37.9431,145.0118,5454.0,5.961658348637715
3944,Hampton,4,h,1740000.0,27/11/2016,13.7,03188,3.0,2.0,414.0,-37.9401,145.0083,5454.0,6.2405492482825995
3945,Hampton,1,h,2450000.0,27/11/2016,13.7,03188,2.0,0.0,994.0,-37.94,145.0151,5454.0,6.389166084364533
3946,Hampton,4,h,1800000.0,28/05/2016,13.7,03188,2.0,1.0,667.0,-37.9315,145.0109,5454.0,6.2552725051033065
3947,Hampton,3,h,1105000.0,28/05/2016,13.7,03188,1.0,2.0,555.0,-37.938418,145.014616,5454.0,6.04336227802113
3948,Hampton,4,h,1200000.0,28/05/2016,13.7,03188,2.0,2.0,621.0,42.3671521,-83.0132923,5454.0,6.079181246047625
3949,Hampton,4,t,1530000.0,28/05/2016,13.7,03188,2.0,2.0,303.0,-37.9350472,145.0187902,5454.0,6.184691430817598
3950,Hampton,4,h,2160000.0,28/05/2016,13.7,03188,2.0,1.0,577.0,-37.9382,144.9997,5454.0,6.334453751150931
3951,Hampton,3,h,1050000.0,28/05/2016,13.7,03188,1.0,2.0,555.0,-37.94568719999999,145.0206246,5454.0,6.021189299069938
3952,Hampton,3,h,1880000.0,28/08/2016,13.7,03188,1.0,2.0,555.0,-37.9438786,145.0070547,5454.0,6.27415784926368
3953,Hampton,3,h,1800000.0,28/08/2016,13.7,03188,2.0,2.0,920.0,-37.9452,145.0113,5454.0,6.2552725051033065
3954,Hampton,3,h,2439500.0,28/08/2016,13.7,03188,2.0,2.0,662.0,-37.9384,145.0002,5454.0,6.387300822448285
3955,Hampton,4,h,2250000.0,28/08/2016,13.7,03188,2.0,2.0,647.0,-37.9407,145.0104,5454.0,6.352182518111363
3956,Hampton,4,t,1200000.0,30/07/2016,13.7,03188,2.0,2.0,303.0,33.9787699,-81.0277984,5454.0,6.079181246047625
3957,Hampton,4,h,2130000.0,30/07/2016,13.7,03188,2.0,2.0,714.0,-37.9446,145.0092,5454.0,6.328379603438738
3958,Hampton East,4,h,1525000.0,3/09/2016,14.5,03188,2.0,2.0,621.0,53.3397185,-3.4045131,2356.0,6.183269843682805
3959,Hampton East,2,u,400000.0,4/03/2017,14.5,03188,1.0,1.0,0.0,-37.9367,145.0322,2356.0,5.6020599913279625
3960,Hampton East,3,t,640000.0,4/06/2016,14.5,03188,1.0,2.0,222.0,-37.9417385,145.0288346,2356.0,5.8061799739838875
3961,Hampton East,3,h,1081000.0,4/06/2016,14.5,03188,1.0,2.0,555.0,-37.9409524,145.0258398,2356.0,6.03382569395331
3963,Hampton East,3,t,1297500.0,6/08/2016,14.5,03188,1.0,2.0,222.0,42.3415074,-71.1261365,2356.0,6.113107366520495
3964,Hampton East,4,t,1385000.0,10/12/2016,14.5,03188,2.0,2.0,303.0,49.3278139,-123.0722181,2356.0,6.141449773400467
3965,Hampton East,4,t,1325000.0,10/12/2016,14.5,03188,2.0,2.0,303.0,-37.9359744,145.0291527,2356.0,6.122215878272827
3966,Hampton East,2,u,475000.0,11/02/2017,14.5,03188,1.0,2.0,0.0,-37.9353256,145.0352759,2356.0,5.676693609624866
3967,Hampton East,3,h,952000.0,12/11/2016,14.5,03188,2.0,2.0,246.0,-37.9356,145.0268,2356.0,5.978636948384474
3968,Hampton East,4,t,1335000.0,13/08/2016,14.5,03188,2.0,2.0,303.0,42.6450587,-71.3022606,2356.0,6.125481265700594
3969,Hampton East,3,h,1255000.0,13/08/2016,14.5,03188,2.0,2.0,614.0,-37.9346,145.0302,2356.0,6.098643725817057
3970,Hampton East,2,u,725000.0,13/08/2016,14.5,03188,1.0,2.0,0.0,49.3278139,-123.0722181,2356.0,5.860338006570994
3971,Hampton East,3,t,1020000.0,14/05/2016,14.5,03188,2.0,2.0,221.0,-37.9355,145.0257,2356.0,6.008600171761918
3972,Hampton East,3,h,1225000.0,16/04/2016,14.5,03188,1.0,2.0,555.0,-37.9406943,145.0279295,2356.0,6.088136088700551
3974,Hampton East,3,h,926000.0,18/06/2016,14.5,03188,2.0,2.0,393.0,-37.9431,145.0267,2356.0,5.966610986681935
3975,Hampton East,3,h,1070000.0,19/11/2016,14.5,03188,1.0,3.0,583.0,-37.9428,145.0296,2356.0,6.02938377768521
3976,Hampton East,2,u,801000.0,19/11/2016,14.5,03188,1.0,1.0,217.0,-37.9432,145.0348,2356.0,5.903632516084238
3977,Hampton East,3,t,1000000.0,22/05/2016,14.5,03188,1.0,2.0,222.0,-37.9377733,145.0355958,2356.0,6.0
3978,Hampton East,3,t,1150000.0,22/08/2016,14.5,03188,2.0,1.0,0.0,-37.9355,145.0276,2356.0,6.060697840353612
3979,Hampton East,3,t,1025000.0,25/02/2017,14.5,03188,1.0,2.0,222.0,49.3115551,-123.0792194,2356.0,6.010723865391773
3980,Hampton East,2,u,472000.0,25/02/2017,14.5,03188,1.0,1.0,215.0,-37.933,145.0322,2356.0,5.6739419986340875
3981,Hampton East,3,h,1471000.0,25/02/2017,14.5,03188,2.0,2.0,732.0,-37.9362,145.0339,2356.0,6.16761267272753
3983,Hampton East,2,h,830000.0,27/06/2016,14.5,03188,1.0,2.0,658.0,-37.9426,145.03,2356.0,5.919078092376074
3985,Hampton East,3,h,1195000.0,27/11/2016,14.5,03188,1.0,2.0,601.0,-37.9386,145.0317,2356.0,6.077367905284157
3986,Hampton East,4,t,1150000.0,27/11/2016,14.5,03188,2.0,2.0,303.0,-37.9422601,145.029078,2356.0,6.060697840353612
3987,Hampton East,4,t,1185000.0,28/05/2016,14.5,03188,3.0,1.0,300.0,-37.93842860000001,145.0326007,2356.0,6.073718350346122
3988,Hampton East,3,h,1300000.0,28/05/2016,14.5,03188,2.0,2.0,586.0,-37.9431,145.0274,2356.0,6.113943352306837
3989,Hampton East,4,h,1416000.0,28/08/2016,14.5,03188,2.0,2.0,575.0,-37.9343,145.0303,2356.0,6.15106325335375
3990,Hampton East,4,h,1200000.0,28/08/2016,14.5,03188,2.0,2.0,0.0,-37.9405,145.0346,2356.0,6.079181246047625
3991,Hampton East,3,u,865000.0,28/08/2016,14.5,03188,2.0,2.0,317.0,-37.9431,145.0347,2356.0,5.937016107464814
3993,Hampton East,3,t,1200000.0,30/07/2016,14.5,03188,1.0,2.0,222.0,-37.9324595,145.0264397,2356.0,6.079181246047625
3994,Hawthorn,4,h,1650000.0,3/09/2016,4.6,03122,2.0,2.0,317.0,-37.8344,145.0422,11308.0,6.217483944213907
3996,Hawthorn,4,h,2670000.0,3/12/2016,4.6,03122,2.0,1.0,336.0,-37.8183,145.0371,11308.0,6.426511261364575
3997,Hawthorn,3,h,1480000.0,3/12/2016,4.6,03122,1.0,0.0,228.0,-37.8157,145.0263,11308.0,6.1702617153949575
3998,Hawthorn,1,u,348000.0,3/12/2016,4.6,03122,1.0,1.0,0.0,-37.8303,145.0341,11308.0,5.541579243946581
3999,Hawthorn,1,u,320000.0,3/12/2016,4.6,03122,1.0,0.0,0.0,-37.8235,145.0258,11308.0,5.505149978319906
4000,Hawthorn,3,u,1189000.0,3/12/2016,4.6,03122,1.0,1.0,181.0,-37.8243,145.0328,11308.0,6.075181854618692
4001,Hawthorn,2,u,610000.0,4/03/2017,4.6,03122,2.0,1.0,85.0,-37.8154,145.0369,11308.0,5.785329835010767
4002,Hawthorn,2,u,575000.0,4/03/2017,4.6,03122,1.0,1.0,0.0,-37.8263,145.0257,11308.0,5.7596678446896306
4003,Hawthorn,2,u,600000.0,4/03/2017,4.6,03122,1.0,1.0,0.0,-37.816,145.0272,11308.0,5.778151250383644
4004,Hawthorn,1,u,492000.0,4/03/2017,4.6,03122,1.0,1.0,0.0,-37.8299,145.0422,11308.0,5.691965102767361
4005,Hawthorn,2,u,891000.0,4/06/2016,4.6,03122,1.0,1.0,1585.0,-37.8186,145.017,11308.0,5.949877704036875
4006,Hawthorn,2,u,806000.0,4/06/2016,4.6,03122,1.0,1.0,0.0,-37.8249,145.0342,11308.0,5.90633504180509
4007,Hawthorn,3,h,1575000.0,4/06/2016,4.6,03122,1.0,2.0,555.0,-32.7450231,151.5851095,11308.0,6.19728055812562
4008,Hawthorn,2,h,1155000.0,4/06/2016,4.6,03122,1.0,2.0,235.0,-37.8153,145.0231,11308.0,6.062581984228163
4009,Hawthorn,3,h,2000000.0,6/08/2016,4.6,03122,2.0,1.0,460.0,-37.8155,145.019,11308.0,6.301029995663981
4010,Hawthorn,2,u,500000.0,6/08/2016,4.6,03122,1.0,1.0,0.0,-37.8287,145.035,11308.0,5.698970004336019
4011,Hawthorn,1,u,350000.0,7/05/2016,4.6,03122,1.0,2.0,0.0,-37.82119580000001,145.0282804,11308.0,5.544068044350276
4012,Hawthorn,2,u,753000.0,7/05/2016,4.6,03122,1.0,2.0,0.0,-37.8186,145.017,11308.0,5.876794976200701
4013,Hawthorn,1,u,330000.0,7/05/2016,4.6,03122,1.0,1.0,0.0,-37.8177,145.0424,11308.0,5.518513939877887
4014,Hawthorn,3,h,1420000.0,7/05/2016,4.6,03122,1.0,0.0,218.0,-37.8214,145.0437,11308.0,6.152288344383057
4015,Hawthorn,3,u,780000.0,7/11/2016,4.6,03122,1.0,2.0,213.0,-37.8247738,145.0443861,11308.0,5.892094602690481
4016,Hawthorn,3,u,956000.0,7/11/2016,4.6,03122,2.0,2.0,189.0,-37.8258,145.0446,11308.0,5.9804578922761005
4017,Hawthorn,2,u,418000.0,7/11/2016,4.6,03122,1.0,0.0,1056.0,-37.8261,145.0349,11308.0,5.6211762817750355
4018,Hawthorn,2,u,495000.0,7/11/2016,4.6,03122,1.0,1.0,0.0,-37.8216,145.0343,11308.0,5.694605198933568
4019,Hawthorn,2,u,525000.0,7/11/2016,4.6,03122,1.0,1.0,0.0,-37.8265,145.0257,11308.0,5.720159303405957
4020,Hawthorn,1,u,292000.0,7/11/2016,4.6,03122,1.0,0.0,0.0,-37.8294,145.0382,11308.0,5.465382851448418
4021,Hawthorn,2,u,430000.0,7/11/2016,4.6,03122,1.0,1.0,1997.0,-37.8248,145.0282,11308.0,5.633468455579586
4022,Hawthorn,1,u,365000.0,8/10/2016,4.6,03122,1.0,1.0,0.0,-37.8272,145.0444,11308.0,5.562292864456475
4023,Hawthorn,2,u,580000.0,8/10/2016,4.6,03122,1.0,1.0,1089.0,-37.8143,145.0322,11308.0,5.763427993562937
4024,Hawthorn,3,h,1300000.0,8/10/2016,4.6,03122,2.0,1.0,341.0,-37.8236,145.0425,11308.0,6.113943352306837
4025,Hawthorn,3,h,1300000.0,8/10/2016,4.6,03122,1.0,0.0,232.0,-37.8173,145.0252,11308.0,6.113943352306837
4026,Hawthorn,2,u,575000.0,8/10/2016,4.6,03122,2.0,1.0,0.0,-37.8213,145.0291,11308.0,5.7596678446896306
4027,Hawthorn,2,u,500000.0,10/09/2016,4.6,03122,1.0,2.0,0.0,-37.8212572,145.0223916,11308.0,5.698970004336019
4028,Hawthorn,1,u,335000.0,10/09/2016,4.6,03122,1.0,1.0,3132.0,-37.8276,145.0342,11308.0,5.525044807036846
4029,Hawthorn,2,u,440000.0,10/09/2016,4.6,03122,1.0,1.0,0.0,-37.8192,145.0385,11308.0,5.643452676486188
4030,Hawthorn,3,u,1000000.0,10/09/2016,4.6,03122,3.0,2.0,0.0,-37.8144,145.0153,11308.0,6.0
4032,Hawthorn,2,u,680000.0,10/09/2016,4.6,03122,1.0,2.0,0.0,-37.8299,145.0422,11308.0,5.832508912706237
4033,Hawthorn,3,h,1741000.0,10/09/2016,4.6,03122,1.0,1.0,383.0,-37.8155,145.0385,11308.0,6.240798771117332
4034,Hawthorn,3,h,2325000.0,10/09/2016,4.6,03122,2.0,1.0,373.0,-37.8281,145.0391,11308.0,6.366422957225972
4035,Hawthorn,2,u,545000.0,10/12/2016,4.6,03122,1.0,1.0,0.0,-37.8258,145.0446,11308.0,5.7363965022766426
4036,Hawthorn,2,u,655000.0,10/12/2016,4.6,03122,1.0,1.0,0.0,-37.8343,145.0364,11308.0,5.816241299991783
4037,Hawthorn,2,h,2920000.0,10/12/2016,4.6,03122,1.0,3.0,791.0,-37.8251,145.0385,11308.0,6.465382851448418
4038,Hawthorn,1,u,488000.0,10/12/2016,4.6,03122,1.0,1.0,0.0,-37.8272,145.0343,11308.0,5.688419822002711
4039,Hawthorn,3,h,1510000.0,10/12/2016,4.6,03122,2.0,2.0,264.0,-37.8163,145.0301,11308.0,6.17897694729317
4040,Hawthorn,2,u,600000.0,10/12/2016,4.6,03122,1.0,2.0,0.0,-37.8282721,145.0317983,11308.0,5.778151250383644
4041,Hawthorn,1,u,450000.0,11/03/2017,4.6,03122,1.0,1.0,0.0,-37.8237,145.0242,11308.0,5.653212513775344
4042,Hawthorn,3,h,2065000.0,12/06/2016,4.6,03122,1.0,1.0,351.0,-37.8165,145.021,11308.0,6.3149200559924195
4043,Hawthorn,1,u,390000.0,12/06/2016,4.6,03122,1.0,2.0,0.0,-37.8277198,145.0269207,11308.0,5.5910646070264995
4044,Hawthorn,1,u,350000.0,12/11/2016,4.6,03122,1.0,1.0,0.0,-37.8208,145.0456,11308.0,5.544068044350276
4045,Hawthorn,2,u,450000.0,12/11/2016,4.6,03122,1.0,2.0,0.0,-37.8212572,145.0223916,11308.0,5.653212513775344
4046,Hawthorn,2,u,645000.0,12/11/2016,4.6,03122,1.0,1.0,0.0,-37.8314,145.0353,11308.0,5.8095597146352675
4047,Hawthorn,3,t,1400000.0,12/11/2016,4.6,03122,2.0,2.0,299.0,-37.8299,145.0387,11308.0,6.146128035678238
4048,Hawthorn,3,h,1712000.0,12/11/2016,4.6,03122,1.0,1.0,342.0,-37.814,145.0212,11308.0,6.233503760341135
4049,Hawthorn,2,u,520000.0,13/08/2016,4.6,03122,1.0,1.0,0.0,-37.8185,145.0235,11308.0,5.7160033436347994
4050,Hawthorn,1,u,480000.0,13/08/2016,4.6,03122,1.0,1.0,0.0,-37.8128,145.0171,11308.0,5.681241237375588
4052,Hawthorn,2,u,630000.0,13/08/2016,4.6,03122,1.0,1.0,71.0,-37.8268,145.0267,11308.0,5.799340549453582
4054,Hawthorn,2,u,517000.0,14/05/2016,4.6,03122,1.0,1.0,0.0,-37.8261,145.0254,11308.0,5.713490543093942
4055,Hawthorn,1,u,320000.0,15/10/2016,4.6,03122,1.0,1.0,0.0,-37.827,145.0444,11308.0,5.505149978319906
4056,Hawthorn,2,h,1828500.0,15/10/2016,4.6,03122,1.0,0.0,243.0,-37.8202,145.0409,11308.0,6.262094964674064
4057,Hawthorn,1,u,400000.0,15/10/2016,4.6,03122,1.0,1.0,0.0,-37.8155,145.0161,11308.0,5.6020599913279625
4058,Hawthorn,4,u,1650000.0,15/10/2016,4.6,03122,2.0,3.0,207.0,-37.8271,145.0243,11308.0,6.217483944213907
4060,Hawthorn,2,u,587500.0,16/07/2016,4.6,03122,1.0,1.0,1099.0,-37.8271,145.0347,11308.0,5.769007870943774
4061,Hawthorn,2,u,560000.0,16/07/2016,4.6,03122,1.0,1.0,0.0,-37.8268,145.0344,11308.0,5.748188027006201
4062,Hawthorn,4,h,1936000.0,17/09/2016,4.6,03122,2.0,1.0,218.0,-37.8142,145.0252,11308.0,6.286905352972375
4065,Hawthorn,2,u,560000.0,17/09/2016,4.6,03122,1.0,2.0,0.0,-37.8127408,145.0162269,11308.0,5.748188027006201
4066,Hawthorn,2,u,487500.0,17/09/2016,4.6,03122,1.0,1.0,0.0,-37.814,145.021,11308.0,5.687974620034556
4067,Hawthorn,3,u,630000.0,18/03/2017,4.6,03122,1.0,1.0,0.0,-37.8153,145.021,11308.0,5.799340549453582
4068,Hawthorn,3,h,1560000.0,18/03/2017,4.6,03122,2.0,0.0,198.0,-37.8169,145.0234,11308.0,6.193124598354461
4069,Hawthorn,2,h,2265000.0,18/03/2017,4.6,03122,1.0,1.0,460.0,-37.8173,145.0248,11308.0,6.355068206348851
4071,Hawthorn,3,u,840000.0,18/03/2017,4.6,03122,2.0,2.0,0.0,-37.8268,145.0344,11308.0,5.924279286061882
4072,Hawthorn,3,h,1780000.0,18/03/2017,4.6,03122,3.0,2.0,88.0,-37.824,145.0427,11308.0,6.250420002308894
4073,Hawthorn,2,u,605000.0,18/03/2017,4.6,03122,1.0,1.0,0.0,-37.8268,145.0257,11308.0,5.781755374652469
4074,Hawthorn,3,h,1995000.0,18/03/2017,4.6,03122,1.0,2.0,555.0,52.3226745,20.9703241,11308.0,6.299942900022767
4075,Hawthorn,2,u,535000.0,18/06/2016,4.6,03122,1.0,1.0,1228.0,-37.8185,145.0236,11308.0,5.7283537820212285
4076,Hawthorn,2,u,815000.0,18/06/2016,4.6,03122,1.0,1.0,0.0,-37.8184,145.0163,11308.0,5.911157608739977
4077,Hawthorn,3,u,1975000.0,18/06/2016,4.6,03122,2.0,1.0,0.0,-37.8235,145.029,11308.0,6.295567099962479
4078,Hawthorn,2,u,445000.0,18/06/2016,4.6,03122,1.0,1.0,0.0,-37.8249,145.026,11308.0,5.648360010980932
4079,Hawthorn,2,u,663000.0,19/11/2016,4.6,03122,1.0,1.0,0.0,-37.8166,145.0163,11308.0,5.821513528404773
4080,Hawthorn,2,u,657500.0,19/11/2016,4.6,03122,1.0,1.0,728.0,-37.8177,145.0424,11308.0,5.8178957571617955
4082,Hawthorn,1,u,445000.0,19/11/2016,4.6,03122,1.0,1.0,0.0,-37.8261,145.0269,11308.0,5.648360010980932
4083,Hawthorn,2,u,750000.0,19/11/2016,4.6,03122,1.0,1.0,747.0,-37.8287,145.035,11308.0,5.8750612633917
4084,Hawthorn,3,h,1180000.0,19/11/2016,4.6,03122,1.0,3.0,218.0,-37.8176,145.0204,11308.0,6.071882007306125
4085,Hawthorn,2,u,470000.0,22/05/2016,4.6,03122,1.0,1.0,0.0,-37.813,145.0207,11308.0,5.672097857935717
4086,Hawthorn,2,u,485000.0,22/05/2016,4.6,03122,1.0,1.0,0.0,-37.8226,145.0368,11308.0,5.685741738602264
4087,Hawthorn,1,u,290000.0,22/05/2016,4.6,03122,1.0,1.0,1568.0,-37.8308,145.034,11308.0,5.4623979978989565
4088,Hawthorn,4,h,1800000.0,22/08/2016,4.6,03122,2.0,4.0,601.0,-37.839,145.0418,11308.0,6.2552725051033065
4089,Hawthorn,2,u,805000.0,22/08/2016,4.6,03122,1.0,1.0,0.0,-37.8235,145.0294,11308.0,5.905795880367869
4090,Hawthorn,3,h,1855000.0,22/08/2016,4.6,03122,1.0,1.0,304.0,-37.8253,145.0287,11308.0,6.268343913951065
4091,Hawthorn,3,h,1377000.0,22/08/2016,4.6,03122,1.0,2.0,314.0,-37.8202,145.0404,11308.0,6.138933940256924
4092,Hawthorn,2,u,665000.0,23/04/2016,4.6,03122,1.0,3.0,0.0,-37.8183,145.0194,11308.0,5.8228216453031045
4093,Hawthorn,2,u,751000.0,24/09/2016,4.6,03122,1.0,1.0,711.0,-37.8144,145.0328,11308.0,5.875639937004168
4094,Hawthorn,3,h,1551000.0,24/09/2016,4.6,03122,1.0,1.0,199.0,-37.8172,145.0243,11308.0,6.190611797813605
4095,Hawthorn,1,u,415000.0,24/09/2016,4.6,03122,1.0,1.0,0.0,-37.8192,145.0221,11308.0,5.6180480967120925
4096,Hawthorn,2,u,743000.0,24/09/2016,4.6,03122,1.0,2.0,0.0,-37.8249,145.0405,11308.0,5.870988813760575
4097,Hawthorn,1,u,420000.0,24/09/2016,4.6,03122,1.0,2.0,0.0,-36.8620598,174.7358971,11308.0,5.623249290397901
4098,Hawthorn,2,h,1535000.0,25/02/2017,4.6,03122,1.0,0.0,243.0,-37.8198,145.0245,11308.0,6.186108379813206
4099,Hawthorn,2,u,612500.0,25/02/2017,4.6,03122,1.0,1.0,859.0,-37.8183,145.0423,11308.0,5.78710609303657
4100,Hawthorn,3,h,2410000.0,25/02/2017,4.6,03122,2.0,0.0,249.0,-37.8169,145.021,11308.0,6.382017042574868
4101,Hawthorn,2,u,690000.0,25/02/2017,4.6,03122,1.0,1.0,82.0,-37.818,145.0268,11308.0,5.838849090737256
4102,Hawthorn,3,u,1410000.0,25/02/2017,4.6,03122,1.0,2.0,213.0,-37.8276244,145.0262357,11308.0,6.14921911265538
4103,Hawthorn,2,u,695000.0,26/07/2016,4.6,03122,1.0,1.0,3194.0,-37.8305,145.0341,11308.0,5.841984804590114
4104,Hawthorn,2,u,715000.0,27/11/2016,4.6,03122,1.0,1.0,0.0,-37.8142,145.0308,11308.0,5.854306041801081
4105,Hawthorn,3,h,2375000.0,27/11/2016,4.6,03122,2.0,2.0,472.0,-37.8171,145.0252,11308.0,6.375663613960885
4106,Hawthorn,2,u,530000.0,27/11/2016,4.6,03122,1.0,1.0,0.0,-37.826,145.0349,11308.0,5.724275869600789
4107,Hawthorn,2,u,752000.0,27/11/2016,4.6,03122,1.0,2.0,0.0,-37.8007858,144.9694456,11308.0,5.876217840591642
4108,Hawthorn,3,h,1980000.0,27/11/2016,4.6,03122,2.0,1.0,151.0,-37.8219,145.0241,11308.0,6.296665190261531
4109,Hawthorn,2,t,1055000.0,27/11/2016,4.6,03122,2.0,1.0,191.0,-37.813,145.0167,11308.0,6.023252459633712
4110,Hawthorn,4,h,1976000.0,27/11/2016,4.6,03122,2.0,2.0,410.0,-37.8246,145.026,11308.0,6.29578694025161
4111,Hawthorn,1,u,382000.0,28/05/2016,4.6,03122,1.0,1.0,0.0,-37.8339,145.0335,11308.0,5.5820633629117085
4112,Hawthorn,1,u,275000.0,28/05/2016,4.6,03122,1.0,2.0,0.0,-37.82695289999999,145.034289,11308.0,5.439332693830263
4113,Hawthorn,1,u,499000.0,28/05/2016,4.6,03122,1.0,1.0,0.0,-37.8158,145.0342,11308.0,5.69810054562339
4114,Hawthorn,2,u,495000.0,28/05/2016,4.6,03122,1.0,1.0,0.0,-37.8157,145.0273,11308.0,5.694605198933568
4116,Hawthorn,3,h,1400000.0,28/08/2016,4.6,03122,2.0,1.0,164.0,-37.8159,145.0219,11308.0,6.146128035678238
4117,Hawthorn,1,u,370000.0,28/08/2016,4.6,03122,1.0,1.0,0.0,-37.8222,145.0329,11308.0,5.568201724066995
4118,Hawthorn,2,u,627500.0,28/08/2016,4.6,03122,2.0,2.0,0.0,-37.8213,145.0224,11308.0,5.797613730153076
4119,Hawthorn,2,u,710000.0,28/08/2016,4.6,03122,2.0,1.0,0.0,-37.8264,145.027,11308.0,5.8512583487190755
4120,Hawthorn,1,u,485000.0,28/08/2016,4.6,03122,1.0,1.0,0.0,-37.8264,145.027,11308.0,5.685741738602264
4121,Hawthorn,1,u,310000.0,28/08/2016,4.6,03122,1.0,1.0,0.0,-37.8216,145.0343,11308.0,5.491361693834273
4124,Hawthorn,2,u,450000.0,30/07/2016,4.6,03122,1.0,1.0,0.0,-37.8186,145.0423,11308.0,5.653212513775344
4125,Hawthorn,3,h,2160000.0,30/07/2016,4.6,03122,2.0,2.0,387.0,-37.82,145.0421,11308.0,6.334453751150931
4126,Heidelberg Heights,2,h,815000.0,3/09/2016,10.5,03081,1.0,2.0,589.0,-37.7501,145.0505,2947.0,5.911157608739977
4127,Heidelberg Heights,3,h,720000.0,4/03/2017,10.5,03081,1.0,0.0,505.0,-37.7375,145.0555,2947.0,5.857332496431268
4128,Heidelberg Heights,4,h,1370000.0,4/03/2017,10.5,03081,2.0,4.0,481.0,-37.746,145.0511,2947.0,6.136720567156407
4129,Heidelberg Heights,2,h,757000.0,4/03/2017,10.5,03081,2.0,2.0,275.0,-37.7494,145.0538,2947.0,5.879095879500073
4130,Heidelberg Heights,3,h,740600.0,4/06/2016,10.5,03081,2.0,2.0,337.0,-37.7375,145.0586,2947.0,5.869583707713423
